id,tweet,aspek_A1,aspek_A2,sentimen_S1,sentimen_S2
396,saya cukup curiga dengan aturan dan penyalahgunaan kekuasaan dari hukum hukum dan kebijakan di indonesia terkait korupsi kapitalisme yang di lakukan oleh pihak pihak tertentu melakukan nya di belakang dengan aturan dan penyeluruhan secara kebijakan dan aturan ini cukup curiga,Transparansi,Kebijakan dan Pelayanan Pemerintah,Netral,Negatif
397,korupsi parah di indonesia sampaisampai presiden prabowo terkejut saat awalawal menjabat dari tambang ilegal hingga korupsi sistemik pemerintah kini berjuang keras menegakkan pemerintahan bersih dan menyelamatkan negara dari kerugian triliunan rupiah mari dukung bersama,Transparansi,Kebijakan dan Pelayanan Pemerintah,Positif,Negatif
398,loh gubernur jatim khofifah absen dipanggil kpk jadi saksi kasus korupsi dana hibah untuk kelompok masyarakat pokmas anggaran pendapatan dan belanja daerah apbd pemerintah provinsi jawa timur untuk periode,Keterwakilan,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
399,emang bener ya musuhnya korupsi ya transparansi,Transparansi,Transparansi,Positif,Netral
400,surya darmadi alias apeng terpidana korupsi kasus penyerobotan lahan kawasan hutan kembali menjadi sorotan lewat aksinya yang ingin menghibahkan aset senilai rp triliun ke pemerintah dan mengeluh karena dipenjara di nusakambangan surya darmadi ingin menghibahkan aset,Transparansi,Kebijakan dan Pelayanan Pemerintah,Negatif,Positif
401,tingkat korupsi di eropa tergolong rendah karna tdk pernah ada investigasi secara menyeluruh disana kalau kita menggunakan hukum indonesia maka ada kemungkinan orang di parpol pemerintah negara maju di eropa saat ini bsa ditangkap dengan tuduhan korupsi dan,Transparansi,Kebijakan dan Pelayanan Pemerintah,Positif,Negatif
402,presiden prabowo subianto masih menyatakan puas dengan kinerja kabinet merah putih dan tidak berencana reshuffle dalam waktu dekat berdasarkan pernyataan resmi awal agustus dari jakarta post dan antara news pantau update resmi untuk perubahan korupsi tetap jadi isu,Fleksibilitas,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
403,satu tahun kepemimpinan presiden prabowo membuktikan arah ekonomi nasional tetap kokoh di tengah badai global pertumbuhan dan inflasi terjaga di jadi bukti nyata bahwa bukan sekadar kebijakan populis tapi bagian menjaga ekonomi makro stabil,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
404,ribuan pekerja di yunani mogok massal pada rabu mereka menolak rencana pemerintah yang akan memberlakukan ruu tentang jam kerja hingga jam per hari serikat pekerja menilai kebijakan tersebut akan menghancurkan keseimbangan hidup dan kerja usulan undangundang,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
405,bertepatan dengan satu tahun masa pemerintahan saya memimpin sidang kabinet paripurna untuk membahas perkembangan berbagai program kerja sekaligus menetapkan arah kebijakan untuk periode mendatang dalam pengantar sidang saya memaparkan sejumlah capaian kabinet merah putih,Transparansi,Transparansi,Positif,Positif
406,ini kejadian nyata menteri pertanian aman sulaiman membongkar korupsi berjamaah level pejabat kementrian yang di pecat satu kantor,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
407,presiden prabowo terlibat secara pribadi dalam kebijakan politik luar negeri terobsesi citra indonesia negara besar,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
408,menteri keuangan menkeu purbaya yudhi sadewa merespons permintaan ketua komisi xi dpr ri mukhamad misbakhun agar berhenti mengomentari kementerian lain purbaya membantah tuduhan misbakhun yang menyebut dia sering mengomentari kebijakan kementerian lain purbaya beralasan,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
409,yang paling ribut soal keracunan justru yang paling nggak ngerti food safety dalam dunia kesehatan trial and improvement itu hal wajar apalagi buat program sebesar meg yang penting ada evaluasi ada perbaikan ada transparansi,Fleksibilitas,Fleksibilitas,Positif,Positif
410,purbaya demo besar kemarin indikasi masyarakat sudah muak ia soroti kebijakan moneter dan fiskal yg salah,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
411,satu tahun kabinet merah putih berjalan beragam kebijakan dijalankan untuk mewujudkan asta cita menuju indonesia yang lebih sejahtera adil dan berdaya seperti apa hasilnya minkeu sudah rangkum di sini,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
412,produksi pangan meningkat kemandirian bangsa semakin kuat apa saja program dan kebijakan pemerintah di bidang ketahanan pangan dalam,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
413,wah ini yg aku suka ngomong blak blak an bbrp waktu ini rakyat hanya disuguhi menteri ngomong byk kebijakan yg konyol sekarang seorang menteri bisa menolak master menteri nya siiiplah,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
414,opini ini mencerminkan sistem pengendalian intern yang kuat kepatuhan terhadap peraturan yang baik serta komitmen tinggi ssn terhadap transparansi dan akuntabilitas pengelolaan keuangan negara ujar anggota i bpk,Transparansi,Transparansi,Positif,Positif
415,celios berani tampil beda respondennya pun dari kalangan pakar amp pengamat kebijakan publik pasti kalau secara logika saya lebih bisa menerima ini dibanding survei lain yang respondennya acak amp entah dari kalangan apa saja kinerja menteri pastinya harus dinilai oleh yang ahli,Kompetensi Menteri,Kompetensi Menteri,Netral,Netral
416,menteri energi dan sumber daya mineral bahlil lahadalia memastikan kebijakan mandatori pencampuran etanol sebanyak persen pada bahan bakar bensin atau e akan mulai diterapkan pada tahun jumat awm,Kompetensi Menteri,Kompetensi Menteri,Netral,Netral
417,bahasa inggris mapel wajib atau pilihan mulai tahun ajaran bahasa inggris akan menjadi mata pelajaran wajib di kelas jenjang sdmi menggantikan statusnya sebagai mata pelajaran pilihan yang berlaku hingga kebijakan ini tertuang dalam,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
418,rakyat butuh transparansi,Transparansi,Transparansi,Netral,Netral
419,pemerintah resmi menurunkan harga eceran tertinggi het pupuk bersubsidi sebesar persen kebijakan ini menjadi yang pertama dalam sejarah program pupuk bersubsidi nasional,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
420,barisan merah putih papua tengah gelar donor darah amp deklarasi dukungan untuk pembangunan damai di tanah papua bmp teguh mendukung kebijakan pemerintah dalam membuka lapangan kerja menegakkan hukum dan menjaga keutuhan nkri,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
421,menteri keuangan purbaya yudhi sadewa seolaholah membuat banyak gebrakan sekadar kebijakan koboi yang tak terukur dampaknya,Kompetensi Menteri,Kompetensi Menteri,Negatif,Negatif
422,sebanyak gubernur dari berbagai provinsi di indonesia mendatangi kantor menteri keuangan menkeu purbaya yudhi sadewa untuk menyampaikan protes dan menegaskan ketidaksetujuan mereka terhadap kebijakan pemotongan anggaran transfer ke daerah yang dilakukan oleh menkeu,Kompetensi Menteri,Kompetensi Menteri,Negatif,Negatif
423,negara mulai pusing akibat warisan kebijakan yang engga penting,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
424,kesehatan adalah hak dasar setiap warga negara tapi faktanya masih banyak daerah kekurangan dokter dan fasilitas medis memadai komisi ix dpr ri terus mengawal kebijakan pemerataan tenaga kesehatan agar semua rakyat bisa merasakan layanan yang adil,Keterwakilan,Keterwakilan,Negatif,Negatif
425,sir koq lebih tertarik dengan pinjaman yg bunganya lebih tinggi sih yuk transparansi,Transparansi,Transparansi,Netral,Netral
426,ketika kebijakan dijalankan dengan visi yang menyeluruh manfaatnya dapat dirasakan semua pihak program revitalisasi sekolah menjadi bukti bahwa kemajuan pendidikan dapat berjalan seiring dengan pertumbuhan ekonomi,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
427,data negara bodong kas negara pasti bolong akhir ini ada polemik antara kdm vs pys sejatinya keduanya sama memiliki menawarkan perspektif pentingnya data yg akurat aktual dn relevan dlm merancang kebijakan publik,Kompetensi Menteri,Kompetensi Menteri,Netral,Netral
428,tetaplah spt ini tetaplah asri jangan ada bandara di bali utara cukup selatan yg sudah dihancurkan investor asing dibantu kebijakan penguasa,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
429,luhut yg selama ini bak pengatur arah ekonomi sebuah negara ketemu lawan dgn kebijakan logika waras kebijakan yg selalu menguntungkan luhut skrg di stop sama menkeu pasti marah,Kompetensi Menteri,Kompetensi Menteri,Negatif,Negatif
430,kawankawan tanggung jawab bersama ini terminologi yang manipulatif sebuah usaha pengalihan kesalahan blame shifting trajectio in alium aktor dominan yang punya power terbesar penentu kebijakan terpenting bisa bersembunyi dlm istilah kolektif mereka akan leluasa,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
431,menurut teori mutakhir penyebab kemiskinan struktural adalah korupsi lemahnya penegakan hukum kebijakan yang tidak memihak rakyat ketimpangan ekonomi kesenjangan sosial kualitas pendidikan yang buruk punya anak banyak,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
432,di tengah dinamika situasi global indonesia berhasil menjaga ekonomi nasional tetap stabil dan terus tumbuh di kisaran berbagai kebijakan difokuskan untuk pemulihan dan ekspansi ekonomi yang inklusif dengan berfokus pada penciptaan lapangan kerja penguatan umkm serta,Fleksibilitas,Fleksibilitas,Positif,Positif
433,simple saja jangan menghinakan diri jika tidak ingin dihina ingat bahlil anda itu pejabat publik makanya janganlah mainmain dengan kebijakan masyarakat makin kesini makin peka sensitif dan kritis dan amarah bisa saja muncul eketika kritikan tidak di dengar jadilah,Kompetensi Menteri,Kompetensi Menteri,Negatif,Negatif
434,kenapa harga emas naik ada alasan perang russia ukraina memicu bank sentral beli emas investor fomo retail dan institusi ikut beli emas via etf logam mulia as defisit apbn hutang menggunung tarif dan intervensi kebijakan bank sentral soal bunga,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
435,minggu kemaren saat ihsg turun persen sudah banyak yang menuding menkeu hanya omong besar utk mengalihkan isu pdhl yg terjadi memang pasar bereaksi kebijakan global dan wajar jika investor mengambil profit taking minggu ini ihsg kembali naik jadi apa yg disampaikan menkeu,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
436,turut mendukung tersedianya akses pendidikan berkualitas yang merata terutama bagi anakanak dari keluarga miskin dan miskin ekstrem ini semua hadir dalam berbagai kebijakan seperti sekolah rakyat beasiswa sekolah rakyat sekolah garuda hingga renovasi dan,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
437,dalam statistik angka kecil sering terasa tidak berarti tapi dalam kebijakan publik setiap angka itu nyawa nasib dan kesejahteraan bukan hanya sebagian kecil itu manusia dengan keluarga pekerjaan dan masa depan,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
438,prabowo ada yang bicara tanpa data ambisi mengebugebu dan tidak objektif klo tdk sesuai data knp tdk dibenarkan pas debat ambisi itu yg sdh x nyalon kalah mulu tp msh ikutan lagi yg diserang bukan personal bowo tp kebijakan menhan,Kompetensi Menteri,Kompetensi Menteri,Negatif,Negatif
439,imunitas raja palsu ijazah palsu jika saja kebijakan yg merugikan negara ini ada di tangan tom lembong maka tak menunggu ayam berkokok esok hari pasti tom lembong sdh ditetapkan sebagai tersangka diborgol dan ditahan di rutan tapi seperti halnya skandal whoosh ki,Kompetensi Menteri,Kompetensi Menteri,Negatif,Negatif
440,ayo kita dukung penerapan kebijakan ini demi pendidikan yang lebih baik,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
441,selalu mimpi kita dibunuh bukan karena tak mampu tapi karena kebijakan mimpi mereka yang berjuang di lapangan yang bersorak di tribun yang berkerumun di depan layar di penjuru negri kebijakan yang gak bijak banget dari satu orang mungkin hasil bisikan beberapa kepala,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
442,ketua the fed jerome powell memberi sinyal kuat bahwa era pengetatan moneter akan segera berakhir dalam pidatonya di national association for business economics annual meeting di philadelphia powell menyebut bahwa quantitative tightening qt atau kebijakan pengurangan,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
443,segalakgalaknya pendukung mereka hanya warga biasa takpunya akses kekuasaan dan otoritas apaapa dan sebagian besar adalah korban kebijakan ngawur tahun terakhir kegalakan mereka adalah kegalakan untuk berkata tidak pada keberlanjutan pemerintahan korup dan inkompeten,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
444,kebijakan yg menyengsarakan rakyat,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
445,ratusan ribu warga amerika serikat turun ke jalan dalam aksi bertajuk no kings di hampir seluruh negara bagian untuk memprotes kebijakan presiden donald trump aksi besarbesaran ini dianggap sebagai perlawanan terhadap gaya kepemimpinan trump yang dinilai otoriter dan,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
446,tak sedikit kebijakan pemerintah yang malah membuat kelangkaan bbm di spbu swasta berkepanjangan kontraproduktif terhadap praktik bisnis yang sehat,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
447,sering terjadi dan diabaikan kritik yg sifatnya untuk kebaikan pengkritik yg mengkritisi kebijakan yg kurang tepat sering dianggap sakit hati atau tidak diberi jabatan persepsi yg keliru inilah yg membuat kebijakan seorang pemimpin semakin ngawur dan tidak terkontrol,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
448,nevi zuairina kebijakan campuran etanol perlu diterapkan dengan kesiapan dan kehatihatian anggota komisi vi dpr ri hj nevi zuairina mendukung rencana pemerintah menerapkan campuran etanol persen dalam bbm e sebagai langkah menuju energi bersih dan pengurangan impor,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
449,diantara banyak kebijakan presiden jokowi yg layak dikritik selama berkuasa kebiasaannya mengendorse produk umkm dan baju adat daerah adalah yg layak diapresiasi bagaimana cara beliau mengendorse dengan langsung memakainya atau mengkonsumsinya,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
450,tepatkah kebijakan prabowo lanjutkan efisiensi anggaran hingga,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
451,dari laut untuk kehidupan di hari pangan sedunia mari kita sadari bahwa laut bukan hanya sumber protein tapi juga harapan bagi ketahanan pangan dunia brpl mendukung kebijakan ekonomi biru kementerian kelautan dan perikanan mendorong pengelolaan laut yang lestari,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
452,memo tak sampai ke prabowo sejumlah kementerian berupaya memberikan memo mengenai substansi kebijakan kepada prabowo subianto melalui teddy indra wijaya catatan itu ditengarai tak sampai ke meja presiden simak selengkapnya program bocor alus politik di channel youtube,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
453,di baca kocak jngan langsung menyimpulkan mlah ini kebijakan bagus,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
454,purbaya selalu menentang kebijakan yang tidak pro rakyat lebih baik saya dimusuhi kabinet dan parlemen daripada saya di musuhi seluruh rakyat indonesia kata purbaya,Kompetensi Menteri,Kompetensi Menteri,Netral,Netral
455,kementerian esdm tengah menyiapkan kebijakan wajib campuran etanol persen e dalam bbm disebutsebut sebagai langkah menuju energi bersih dan kemandirian energi nasional pks mengingatkan agar kebijakan wajib campuran etanol e tidak hanya dibingkai sebagai langkah,Kompetensi Menteri,Kompetensi Menteri,Netral,Netral
456,jasanya dan apa pak padahal mereka belum ada tahun menjabat udah di kasih anugrah bintang terkadang pak ini lucu buat kebijakan yg gak masuk di akal,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
457,salah satu alesan kenapa pembangunan rumah ibadah kaum nonmuslim sulit adalah kebijakan pemerintah,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
458,pemerintah akan memberlakukan kebijakan zero over dimension over loading odol atau bebas kendaraan dari kelebihan dimensi dan muatan yang mulai berlaku efektif pada awal tahun baca di sini ta,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
459,melalui sinergi kebijakan pusat dan daerah bi bali optimis kombinasi antara investasi produktif pariwisata berkelanjutan dan digitalisasi ekonomi akan memperkuat fondasi pertumbuhan bali yang inklusif tangguh dan berdaya saing,Keterwakilan,Keterwakilan,Positif,Positif
460,kalau urusan duit paling cepat pejabat konoha buat kebijakan,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
461,kebijakan presiden prabowo turunkan harga pupuk pertama kali dalam sejarah baca selengkapnya melalui tautan di bawah ini,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
462,apakah kebijakan ini berdampak positif atau malah menjadi bumerang,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
463,mas ini salah satu twit mas yg saya suka menyadarkan betapa presiden tidak kompeten banyak orang yg sy sayang mati namun presiden tak minta maaf atas kelakukan buzzer dan kebijakan bodoh soal melawan pandemi dgn narasi wisata ini contoh kecil sya merasa korban mas,Kompetensi Menteri,Kompetensi Menteri,Negatif,Negatif
464,idrus marham puji langkah menteri bahlil percepat pembayaran kompensasi energi kebijakan inovatif untuk rakyat,Fleksibilitas,Fleksibilitas,Positif,Positif
465,kebijakan menteri esdm bahlil lahadalia terbukti berpihak pada rakyat posisi itu menjadi perekat bangsa ini memerlukan pemimpin yang mampu menjadi perekat,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
466,bisa gak sih mantan presiden di adili karena kebijakan yg dia buat sendiri biar presiden tuh pada gak bikin kebijakan ngasal mau bikin kebijakan ya dipikir dulu kajian akademis biar gak merugikan negara kaya si jokowi ini udah gak jadi presiden tp masih ngerugiin negara,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
467,maksud gw model faldo uki tsamara ya mau apa lagi mereka udah itu jalurnya tpi ada teman yg entar juga lu ngeluh kebijakan negara ngapain bela matian sih idelogis gak kepentingan gak terus apa bingung gw,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
468,pangan lokal dari sumatera barat telah menjadi salah satu kuliner lokal yang terkenal di seantero indonesia bahkan di mancanegara di balik kekayaan warisan leluhur yang satu ini ternyata sistem pangan di sumatera barat masih menghadapi sejumlah persoalan kebijakan menjadi,Keterwakilan,Keterwakilan,Netral,Netral
469,setelah republik indonesia bubar dan hanya menyisakan wilayah jabodetabek kebijakan pemerintah semakin di luar nalar termutakhir pemerintah melarang setiap warga negara untuk tertawa dilarang tertawa cerpen adia puja,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
470,pak mikael di indonesia ini semua harus serba terburu karena desakan batas usia di tempat kerja ini sebenernya akar masalah tp ga disadari opembuat kebijakan soal domino effectnya,Fleksibilitas,Fleksibilitas,Negatif,Negatif
471,benerbener gak mau tersaingi dan gak mau rugi gegara kebijakan impor bbm internal plat merah yg bermasalah dan internal plat merah yg korupsi malah bbm swasta yg jadi di tumbalin parah negeri konoha,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
472,punya kulit sehat itu juga ada unsur politiknya loh karena udara air dan lingkungan bersih bergantung pada kebijakan misal ketika pemerintah kasih izin tambang pltu yang mencemari lingkungan yang kotor bukan cuma langit aja sebenarnya tapi tubuh kita juga kena dampaknya,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
473,yak inilah kenapa musti yang muda isi di dpr dan mengubah segala kebijakan yang salah karena dari bapak ini kita belajar bangga walaupun ngutang dan utangnya mencekik kita wkwkwkwk bapak boomers satu ini sangat menggambarkan pemerintahan kita satu ini ga peduli rakyat,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
474,demokrasi tidak untuk semua orang ke depan harusnya ada kebijakan baru buat meningkatkan kualitas demokrasi fuck orang suara ga semua orang setara bayangin aja dalam aturan sekarang orang gila pun boleh memilih bayangin suara orang gila setara sama suara dokternya,Keterwakilan,Keterwakilan,Negatif,Negatif
475,bulebule right wing di us ini emg dongok atau koplak ya mereka suka klaim kalo prolife dan anti aborsi tapi disisi lain alergi banget sama kebijakankebijakan yg memudahkan hidup orang untuk berkeluarga spending time with your kids is as important as having enough money,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
476,lihat bagaimana negara lain melindungi minoritas amp agama berbeda beberapa negara menunjukkan cara konkret menjaga keberagaman kanada menjadikan multikulturalisme sebagai kebijakan resmi negara swedia menanamkan nilai kesetaraan dan toleransi sejak pendidikan dasar,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
477,hadehh ada aja kebijakan pejabat negeri ini,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
478,ini kebijakan yang masuk akal masyarakat lebih butuh makan dari pada minum bensin,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
479,oke dengan catatan kebijakan kementerian lain gak pake duit apbn,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
480,gimana kebijakan negara atas desadesa ini,Keterwakilan,Keterwakilan,Netral,Netral
481,pemerintah memberikan diskon pajak pertambahan nilai ppn sebesar persen untuk tiket pesawat kelas ekonomi rute domestik selama libur natal dan tahun baru kebijakan ini tertuang dalam pmk nomor tahun yang ditandatangani menteri keuangan purbaya yudhi sadewa,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
482,khas pengambilan kebijakan di indonesia masalahnya apa solusinya apa,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
483,bisa membagi sembako ke ojek seantero negeri dengan mendorong regulasi membuat kebijakan yang pro rakyat kecil tapi malah terusterusan bikin gimik seolah dia filantrop yang takpunya kedudukan apa pun di pemerintahan,Keterwakilan,Keterwakilan,Netral,Netral
484,masmas ini korban dari ketidakbecusan pemerintah dalam membuat kebijakan kebijakannya bagus untuk menjaga marwah pertamina tapi sayangnya yang dijaga malah menyianyiakan kesempatan sudah monopoli masih kalah pula bodoh sekali,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
485,bukan krisis tapi monopoli eh kodok lihat ini karna kebijakan ngak bermutu lo,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
486,padahal daripada bikin aturan sekolah pukul pagi alangkah mantap bila justru dibuat kebijakan sekolah di malam hari sebab pada dasarnya orang banyak lebih pilih begadang ketimbang bangun di saat babi ngepet masih berkeliaran,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
487,memang sebenarnya orang kaya ngga akan pernah peduli sama yang miskin mereka cuma mementingkan kepentingan mereka aja persetan kebijakan pro rakyat kalau mempengaruhi bunga deposit saya gitu kan ya jadi selama ini,Keterwakilan,Keterwakilan,Negatif,Negatif
488,survei poltracking menempatkan program makan bergizi gratis mbg sebagai kebijakan prabowo gibran yang paling dirasakan manfaatnya oleh masyarakat sebanyak persen responden menilai program ini membawa dampak positif nyata di berbagai daerah program mbg dinilai membantu,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
489,pernyataan yang disampaikan ainul yakin simatupang merupakan pandangan pribadi yang bersangkutan dan tidak mencerminkan sikap maupun kebijakan resmi transjakarta kata komisaris utama transjakarta letjen tni purn untung budiharto baca,Kompetensi Menteri,Kompetensi Menteri,Negatif,Negatif
490,riset terbaru satya bumi amp koalisi transisi bersih transisi energi hanya dijadikan bisnis sampingan alias sidehustle oleh grup perusahaan energi kotor dari grup itu ada nama individu elit politik amp bisnis yg memiliki potensi mempengaruhi kebijakan atau alokasi sda,Fleksibilitas,Fleksibilitas,Netral,Netral
491,semua program atau kebijakan pemerintah itu mulia jika memang berpihak pada rakyat,Keterwakilan,Keterwakilan,Netral,Netral
492,presiden ke ri susilo bambang yudhoyono sby menegaskan indonesia tidak bisa lagi bergantung pada minyak bumi ia menilai orientasi kebijakan energi harus diarahkan ke sumber energi baru dan terbarukan baca di sini ta,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
493,ya ampun kok para termul gak paham ya apa itu bloomberg bloomberg itu gak ada bedanya dengan greenpeace cuma lsm kalo di sini indef sedangkan aktivitas indef diantaranya melakukan riset dan kajian kebijakan publik utamanya dalam bidang ekonomi dan keuangan,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
494,pilihan perempuan untuk tetap single itu karena sadar nilai dan prinsip itu penting pandangan politik bukan hal sepele kebijakan publik berpengaruh pada hak kesejahteraan amp keselamatan perempuan wajar jika kesesuaian pandangan jadi pertimbangan dalam hubungan,Keterwakilan,Keterwakilan,Netral,Netral
495,kehidupan di bumi bukan cuma buat hari ini aja tiap negara punya kewajiban dan andil besar menurunkan emisi karbon global tapi gimana nih dengan komitmen dan kebijakan pemerintah indonesia buat mengurangi pemanasan bumi,Fleksibilitas,Fleksibilitas,Negatif,Negatif
496,media irak utv melaporkan jepang berencana untuk meninggalkan afc lantaran ketidakpuasan terhadap kebijakan yang ditetapkan oleh konfederasi benua asia itu perubahan format acl elite yang dipusatkan di arab saudi hingga keputusan yang merugikan vissel kobe di acl elite membuat,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
497,setahun terakhir perjalanan kementerian hukum bukan cuma tentang angka atau laporan tapi tentang perubahan nyata yang dirasakan masyarakat mulai dari reformasi birokrasi layanan publik yang makin digital sampai kebijakan yang lebih dekat dengan kebutuhan masyarakat semua,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
498,bagaimana pendapat kalian setujukah dengan kebijakan prabowo,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
499,ingin tahu aturan baru yang akan diterapkan di kerajaan arab saudi dalam sistem pencatatan kelahiran kebijakan baru untuk menyelaraskan kebebasan orang tua dalam memilih nama anak menggambarkan upaya menjaga jati diri arab dan nilainilai islam baca di sini,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
500,dpr menemukan banyak beras bulog bermutu jelek buntut kebijakan penyerapan gabah tanpa syarat,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
